User,Rating,Date,ISO_Date,Review,Review_Length,Response
vina meyda apriani,5.0,5 bulan lalu,2025-02-08T16:34:07Z,"pelayanan nya bagus bgt, tdi aku ketinggalan kacamata di bantuin nyari sm si tth nya sampe ketemu pdhl lgi rame bgt, mksi yaa buat tth nyaa",139,
Den Santana,1.0,Diedit sebulan lalu,2024-06-11T11:59:33Z,saya tiduk suka dengan pelayan nya manager yang cewek yg begitu sangat sombong dan merendahkan driver online,108,
Ressiayu Febriyanti,5.0,2 minggu lalu,2025-06-28T04:30:42Z,"Okelah buat ngumpul temen temen bocah..
Strategis.beruntungny ga lg rame",72,
Heker Pro,5.0,seminggu lalu,2025-07-06T10:11:42Z,tempatnya rapih pelayanan bagus makanan enak semua,50,
Edi Sutoyo,5.0,2 tahun lalu,2022-10-29T07:11:22Z,"Dari dulu setiap lewat mie gacoan selalu kepo mengapa pada rela antri panjang, ternyata terjawab sudah setelah mencoba dine in di gacoan buah batu",146,
Omi Sahromi,5.0,2 minggu lalu,2025-07-01T09:05:38Z,"Makanannyaa enakk polll, pelayannya ramah ramahh pokoknyaa besttt dh",68,
It's Me Parlina,5.0,2 bulan lalu,2025-05-13T08:59:39Z,Sekarang cepat gak nunggu driver datang langsung dibikin,56,
ai nur hayati,5.0,2 minggu lalu,2025-06-28T08:13:07Z,makanan nya enak murah tempat nyaman pelayan nya pada ramah ramah,65,
Cyndi Nadia,5.0,2 minggu lalu,2025-07-01T06:03:53Z,"Tempatnya enak di tengah tengah, stafnya ramah dan gercep dalam menyediakan makanan atau minuman",96,
Hanitovani Danisworo,5.0,2 minggu lalu,2025-06-29T08:45:41Z,"Makanan worth the price bgt
tempatnya strategist the best gacoan in town!🫰🏼",75,
Yyha,5.0,sebulan lalu,2025-05-31T09:06:43Z,Tempatnya enak nyaman  makanannya enak gacoan Telkom buat nongkrong makan siang posisinya juga di tengn kota enak pokonya depes buat gacoan bubat,145,
Irsyad Ibadulloh,5.0,8 bulan lalu,2024-10-29T10:38:41Z,"Tempat nyaman dan strategiss, walaupun pesanan ada yang tidak sesuai, tapi rasa mie nya enak, rekomended.",105,
Ambarani,4.0,2 minggu lalu,2025-06-27T07:55:15Z,"Makanannya enak, gurih tapi piringnya berminyak dan kurang nyaman tapi makanannya tetep enak kok",96,
fera fauzian (fera),5.0,2 tahun lalu,2023-04-20T20:43:00Z,"Mie gacoan udang tahu sama udang keju emng favorit bangettttt.
Kebetulan dateng pas lagi puasa, gaperlu ngantri panjang. Hihi",125,
Fauzan Hafiz Ojan,3.0,setahun lalu,2024-06-30T18:45:43Z,"Saya memesan mie gacoan level 6, thai tes, & udang keju; tetapi mienya tidak sampai sampai malah yang lain yang baru datang yang dapet duluan padahal saya sudah sampai disini sejak pukul 00.56 akan tetapi sampai jam 01.42 masih tidak sampai baru sampai di pukul 01.43 sungguh pelayanan yang mengecewakan baru pertama kali mengalami yang selama ini",347,
Nat Sa,4.0,setahun lalu,2023-12-15T13:44:50Z,"Pertama ke gacoan disini. mienya ga gurih, entah belum di pakein asin atau engganya padahal beli level 2. Tp overall gapapa sih, mungkin karna lagi rame bgt soalnya beli pas jam makan malem.
Ga lupa juga pasti tambahannya beli udang rambutan favorit✨",250,
Delfa Salsabilla,4.0,2 minggu lalu,2025-06-28T08:11:48Z,"makananya enak,harga nya murah, pelayanan nya cepat rekomen bgtt pokonya",72,
Alfi Nuraeni Az Zahra,3.0,2 tahun lalu,2022-10-30T15:11:36Z,"Mie gacoannya enak pedes level 3 juga kerasa bangett tapi waiting list nya lama bangett sejam doong huhuuu terus tempat duduknya ngacak nomornya engga berurutan kasian mba pegawainya nyarii, terus mungkin karena tempat baru jadi masi banyak hewan ih yang terbang pas makan juga ada aja hewan yg ke baju untuk engga ke makanan:(",327,
Teti Ro,5.0,2 tahun lalu,2023-07-14T03:45:23Z,"Datang sore habis ashar weekday, gak tll penuh, masih nyaman buat lama2 gak diburu-buru, dpt meja yg muat 8-12 orang, perorang minimal spend money 20k udah makan kenyang plus minuman, anak2 bisa main lari2an di depan mini stagenya, sampai muntah saking seneng nya, mohon maaf 🙏. Pelayanan supergood, ada person yg takingcare kebutuhan customer yg dine-in, minta extra sumpit dan sambal gak pake lama.  Nice",406,
Paradisa Sumirat,5.0,sebulan lalu,2025-06-12T08:08:11Z,"Tempat makannya bersih dan nyaman, parkirannya juga lumayan luas, cocok buat kumpul sama temen atau keluarga",108,
Vonny Nur Aprillianti S,5.0,2 tahun lalu,2022-10-25T14:24:50Z,"Price: murah meriah
Taste: yummy
Service: quite nice, banyak crew nya
Place: spacious, comfy. Ada outdoor & indoor",114,
Kang WB,5.0,seminggu lalu,2025-07-09T08:57:10Z,petugas parkir tidak membantu menarik kendarran roda dua saat stlh berkunjung,77,
bocil kematian,5.0,2 minggu lalu,2025-07-01T09:02:07Z,"Pelayanan nya ramahh, makanannya enakk, datengnyaajugaa cepett 💕💕",65,
Aurel Tabia,4.0,2 minggu lalu,2025-06-28T08:11:36Z,"pelayanan nya ramah, meskipun harus nunggu lama karna penuh, makanan nya juga bersih, good semuanya",99,
Deina Adisty,5.0,5 bulan lalu,2025-02-02T08:05:20Z,Enak polll tempatnya bersih dan nyamannn,40,
Oki Daulay,2.0,setahun lalu,2024-04-29T14:17:05Z,"Mesen lv 1 tp pedesnga kyk lv 3, dibanjur air dikit biar ngendap cabenya ternyata sebanyak ini, pantesan. Dtg pas weekend rameee pisan, makanannya jd lama dtg",158,
Afifah kirana,5.0,3 minggu lalu,2025-06-25T08:33:34Z,pelayanan nya bagus cepet trs makanan nya enak,46,
Syifa Azhari,5.0,setahun lalu,2023-10-14T11:12:33Z,"Ga makan di tempat soalnya buat dimakan di rumah bareng keluarga.
Tempatnya ada di perempatan buahbatu ya. Arah ke cibiru.
Parkiran penuh sama motor. Bayar 3k untuk parkir motor ya.
Datang jam 11.45 penuh banget, antriannya panjang. Padahal keliatan karyawannya banyak banget.
Banyak anak-anak makan disini jadi kebayang banyak yang lari-larian juga. Antrian ojol juga penuh.
Untuk rasa lebih enak makan ditempat. Dibawa pulang mie nya jadi padet. Ga akan protes karena harga makanannya murah-murah wkwk. Tapi tetep yang the best semua dimsum goreng nya enak-enak. Wajib cobain.",578,
Jujun Ramdani,2.0,2 tahun lalu,2022-12-15T17:32:25Z,"kasir atas nama “TRAINNING” di Trainning lg biar bisa melayani dengan baik dan lebih ramah lagi dalam melayani pelanggan, untuk makanan dan dan susanannya oke, worth it buat harganya",182,
Ramdan Japar Sidik,5.0,4 bulan lalu,2025-02-22T10:47:42Z,"Dari segi kualitas makanan sangat enak, serta pelayanan costumernya juga menyenangkan semoga dapat pertahankan dengan baik",122,
AZIZ 854 CHANNEL,5.0,2 tahun lalu,2023-03-18T10:42:55Z,"Beda outlet tentu ada perbedaan kebijakan,,, Kalau di sini semisal hendak ""dine in"" harus pesan meja terlebih dahulu sama pihak weiting list, setelah itu baru antri pesan menu.
Terimakasih",188,
fahira galaxy,5.0,sebulan lalu,2025-06-10T08:38:05Z,"Suasananya ok, rame banget tp gak yang sampe ngeganggu gitu, nyaman bingitss🙌🏻",78,
Ecep Rizki,5.0,sebulan lalu,2025-06-11T07:13:39Z,Tempatnya enak pelayananya nyaman murah lagi bst bngt bubat pokonya enak buat makan,83,
Nur Fitri,5.0,2 tahun lalu,2023-04-25T08:51:01Z,"makanan paling favorit sih, apalagi udang keju nya yg jadi khas kalo kesini wajib order. waktu dtng mndekati waktu buka puasa, dan itu diantar ke meja sblm adzan berkumandang. suasana selalu ramai jadi kalo mau makan di tempat harus gercepan dan sabar ya bestie~",262,
Alvi Meilani,5.0,4 bulan lalu,2025-02-21T09:47:25Z,"suasana nyaa mantapp, makanan nya selalu hangat",47,
azra achnayda,3.0,3 bulan lalu,2025-03-30T02:15:48Z,gacoannya hambar bgt gaada rasa kecap atau manisnya samasekali,62,
Rahma Nrll,5.0,sebulan lalu,2025-06-08T05:48:43Z,"tempat nya bagus adem, pelayanan baik makanan juga enak ga nunggu lama",70,
Utar Utar,1.0,2 tahun lalu,2023-05-13T23:01:26Z,"Paling Malas kalau udah antri dpt tempat duduk, malah disuruh pindah sama pegawainya disuruh duduk di tempat yg buat 2 orang padahal kita bertiga sama anak udah gede. udaj kita pindah ada nempatin padahal cuma 3 orang juga eh dibirian kok kita disuruh pindah.
ga jadi makan disana, jadinya take away keburu nggak mood sama perlakuan pegawainya. mau marah sih tp malu.
boleh cek cctv sabtu 15 Mei 2023 dari jam 18.00 -18.30",422,
